img_path|caption|noun
dev-444-3-img0|two bottles which are decorated like snowmen|Coffee Cup
dev-327-2-img1|A gorilla sits in the grass near a rock|Gorilla
dev-169-0-img0|A gorilla sits on the ground, eating a piece of banana in a green grass area. The gorilla's black arm is holding the banana, and its grey leg is extended. The banana is half-eaten, and the peel is on the ground. The gorilla is looking at the camera, and its grey nose is wrinkled. The rock behind the gorilla is large, and there is a large piece of wood on the ground next to the gorilla. The grass area is small, and there is a brown dirt area in the background|Gorilla
dev-169-0-img0|A gorilla sits on the ground, eating a piece of banana in a green grass area. The gorilla's black arm is holding the banana, and its grey leg is extended. The banana is half-eaten, and the peel is on the ground. The gorilla is looking at the camera, and its grey nose is wrinkled. The rock behind the gorilla is large, and there is a large piece of wood on the ground next to the gorilla. The grass area is small, and there is a brown dirt area in the background|Gorilla
dev-169-0-img0|A gorilla sits on the ground, eating a piece of banana in a green grass area. The gorilla's black arm is holding the banana, and its grey leg is extended. The banana is half-eaten, and the peel is on the ground. The gorilla is looking at the camera, and its grey nose is wrinkled. The rock behind the gorilla is large, and there is a large piece of wood on the ground next to the gorilla. The grass area is small, and there is a brown dirt area in the background|Gorilla
dev-675-2-img0|a cup and a lid|Pizza
dev-47-2-img0|a food item on the plate|Gummy
dev-1002-3-img0|A white plate topped with toys shaped like food, including a pizza, hot dogs, a hamburger, and French fries. The pizza has red sauce and cheese, while the hot dogs have yellow mustard and a green pickle. The hamburger has a brown top and green lettuce, and the French fries are in a red container. The plate also includes a black soda bottle, a brown hamburger bun, and a large gummy worm|Gummy
dev-333-3-img0|a person standing on the ground. In the background we can see a building, trees, poles, sky and a map|Building
dev-789-1-img1|A woman standing in a field next to a black llama|Marketplace
dev-780-1-img0|a group of people standing on the floor. In that a man is sitting on a chair. We can also see a table with a bottle on it, a wall, a roof with some ceiling lights and a board with some text on it|People
dev-547-2-img0|a lion, zebras and plants. In the background we can see mountains and sky|Vultures
dev-421-3-img1|a bird on the ground. In the background we can see birds flying in the sky|Ostriches
dev-112-1-img0|a group of ostriches on the ground. We can also see some plants, a group of trees and the sky|Goats
dev-818-0-img0|a gorilla lying on the ground. We can also see some plants, grass and a wall|Gorilla
dev-169-1-img1|a man standing at a podium with a sign about gorillas on it|Gorillas
dev-169-1-img1|a man standing at a podium with a sign about gorillas on it|Woman
dev-1002-2-img1|three bottles on the surface|Bottles
dev-1002-2-img0|some candies which are in the shape of bottles|Candies
dev-735-3-img1|six colorful bottles of different types with one of them labeled 'fire|Bottles
dev-17-0-img1|a syringe, needle and a measuring tape|Syringe
dev-221-0-img1|a syringe|Syringe
dev-112-1-img0|a group of ostriches on the ground. We can also see some plants, a group of trees and the sky|Ostriches
dev-112-1-img0|a group of ostriches on the ground. We can also see some plants, a group of trees and the sky|Ostriches
dev-112-2-img0|a bird on the ground. We can also see some stones, plants, a group of trees and the bark of a tree|Ostriches
dev-221-2-img0|Medical syringes with detachable needles, commonly used for injections and fluid administration|Medical
dev-36-2-img1|syringes|Mascaras
dev-824-2-img0|three different color lipsticks|Lipsticks
dev-112-1-img0|a group of ostriches on the ground. We can also see some plants, a group of trees and the sky|Ostriches
dev-473-3-img1|a cow and a bird on it. Here we can see a duck. Here we can see the grass|Bird
dev-330-1-img0|A large bird stands proudly next to its baby in a field of tall, green grass. The baby bird has its head down, while the adult bird's long neck and sharp beak are prominent. The field is vast and appears to be at a wetland, with brown twigs scattered throughout. The birds are standing on mud, and the tall grass grows alongside the field. The adult bird has a long neck and a very long beak, while the baby bird has a short stubby beak and a small white tail. The birds appear to be a duck and its duckling, and the tall grass is growing alongside the field|Duck
dev-459-1-img0|Three glass soda bottles sit on a table, their contents long since consumed. The bottles are empty, with only a few remnants remaining. The green bottle in the center is made of glass, with a amber glass neck and a smooth white doily beneath. The red and white bottle to the left has a similar neck, but with a red and white label. The bottle to the right has a brown bottle with a red and white label. The white cloth on the table and the wall behind the table provide a stark contrast to the colorful soda bottles. The bottles cast long shadows on the ground, and the textured wall behind the table adds a sense of depth to the image|Bottles
dev-983-2-img1|a flute and a bag|Syringe
dev-17-0-img1|a syringe, needle and a measuring tape|Measuring Tape
dev-17-0-img1|a syringe, needle and a measuring tape|Measuring tape
dev-133-3-img1|a bird standing on the ground and eating the meat. Here we can see the grass and stones|Vultures
dev-421-1-img0|A flock of vultures stands over a dead animal in a field of dry, long grass. The vultures are eating on the dead animal, and some are also preying on the carcass. The vultures are gray and brown, with black and brown heads. The flock is standing on the grass, and the birds are eating together|Vultures
dev-112-2-img0|a bird on the ground. We can also see some stones, plants, a group of trees and the bark of a tree|Bird
dev-1002-2-img1|three bottles on the surface|Bottles
dev-1002-2-img1|three bottles on the surface|Bottles
dev-17-0-img1|a syringe, needle and a measuring tape|Eyeliners
dev-171-3-img0|an acer laptop open to the windows 10 home screen|Laptop
dev-171-0-img0|a laptop|Laptop
dev-112-2-img0|a bird on the ground. We can also see some stones, plants, a group of trees and the bark of a tree|Bird
dev-112-2-img0|a bird on the ground. We can also see some stones, plants, a group of trees and the bark of a tree|Bird
dev-112-2-img1|a group of animals on the ground. We can also see some grass, a group of trees, the hills and the sky which looks cloudy|Birds
