img_path|caption
dev-125-2-img1|a dog on the wooden log. In the background we can see trees and sky.
dev-126-2-img1|a flower pot, a table, a chair, a staircase, windows and through the windows we can see buildings.
dev-1014-3-img1|a group of televisions.
dev-1014-3-img1|a group of televisions.
dev-1014-3-img1|a group of televisions.
dev-500-1-img1|a dog on the snow. In the background we can see plants.
dev-151-3-img0|a dog on the snow.
dev-579-2-img1|A baby sits next to a dog, its black nose prominent. The dog lies down, its neck adorned with a chain collar. The child, wearing a purple bib, touches the dog's nose. A husky sits next to the child, its ear visible. The mulch in the background provides a soft backdrop. The child's ear and the dog's ears are prominent. The dog's eyes are bright, and its tail wags. The child's hand reaches out to touch the dog, and the dog's paw rests on the ground. The grass on the ground is lush, and the dirt is visible beneath the tree. The baby's mouth is open, and the dog's eyes are focused on the child.
dev-469-1-img0|a sofa set, table on which there are some objects, flower vase, basket, windows and at the background of the image there is a wall.
dev-126-1-img0|a laptop, flower vase, book and a chair on the table. In the background we can see windows, curtains and text.
dev-469-2-img0|A cozy bedroom with a comfortable bed, a chair, and a television. The room is filled with natural light thanks to the open blinds. The bed is draped in a brown blanket and the headboard is black. A large plant is placed behind the bed, and a green leaf is on the table next to the bed. The chair is next to the window and the television is on a stand in the corner. There is a table in front of the window and a lamp on the table next to the bed. The room has a vertical blind on the left and two blinds on the right. The flower in the vase is green and the vase is on a small wood stand.
dev-1015-0-img0|a bed, pillows, glass, carpet, plant, basket, and a wall. In the background there is a building.
dev-134-0-img0|A bed with a canopy and a green plate on it. The bed has a large white window, a canopy with netting, and a green plate on the bed. The room has a rug on the floor, a potted plant on a box spring, and a small candle on the bedside table. There is also a light fixture on the ceiling, a green plant in the room, and a small rug in front of the bed. The bed has a sheer white curtain hanging from the frame, a green pillow on the bed, and a green throw pillow. The room also has a brown nightstand next to the bed, a white sheer curtain, and a rug on the ground.
dev-384-2-img1|A bed with a canopy and a stuffed animal on it. The bed is draped in white sheets and a white bedspread. There is a colorful fish net over the bed, a black bed frame, and drapes along the back wall. A beautiful wooden carving is in the wall. A large colorful paper bird is on the bed. The bird is multicolored. There are three pillows at the head of the bed. A beautiful lamp and side table are by the bed. The side table has a decorative vase and a white tablecloth. The curtains are white. The bed is covered with a white bedspread. The fish net is draped over the bed. The bed frame is black metal. There is a power outlet on the wall. The doll is on the bed. The fish are on the bed. There is a red flower on the plant.
dev-151-3-img1|a wolf on the snow.
dev-178-1-img0|A grey and white husky named [insert name] is enjoying its meal in a gravel area. The bowl of food is silver, and the dog's ear is facing backwards. The dog's front leg is white, and its nose is black. The dog is chewing on a bone, and its left ear is floppy. The ground is grey, and there is a rock on the ground. The dog's leg is white, and its back leg is extended. The dog's eyes are closed, and its mouth is full of food.
dev-178-1-img0|A grey and white husky named [insert name] is enjoying its meal in a gravel area. The bowl of food is silver, and the dog's ear is facing backwards. The dog's front leg is white, and its nose is black. The dog is chewing on a bone, and its left ear is floppy. The ground is grey, and there is a rock on the ground. The dog's leg is white, and its back leg is extended. The dog's eyes are closed, and its mouth is full of food.
dev-178-1-img0|A grey and white husky named [insert name] is enjoying its meal in a gravel area. The bowl of food is silver, and the dog's ear is facing backwards. The dog's front leg is white, and its nose is black. The dog is chewing on a bone, and its left ear is floppy. The ground is grey, and there is a rock on the ground. The dog's leg is white, and its back leg is extended. The dog's eyes are closed, and its mouth is full of food.
dev-495-0-img1|a dog on the ground. In the background there are stones.
dev-249-3-img1|a sofa set, flower vase, dining table, chairs, photo frame on the wall, glass doors, swimming pool, trees and sky.
dev-487-0-img1|A room with a table and chairs, bathed in light streaming through the windows. The room has a unique window treatment with mini blinds over most of the window. A small round table sits in the center of the room, adorned with a decorative plant, a candle, and a roll of paper towels. A flower rests on the right side of the table, while a grey and silver table stands in the corner. A wicker chair sits in front of the window, and a tan wicker chair is positioned by the table. A dark brown blind on the window covers the view, and a shade is positioned over the window. The room has a brown wooden slat on the wall and a white table with a silver base in the center of the room. The light hits the wall, casting long shadows. A dining chair is pushed into the table, and a straw chair is positioned by the table. A small silver table on the floor and a silver colored metal table are also present in the room. The window in the room is open, allowing light to flow freely.
